;;;;;42.186.132.38:12301;3;小楼春雨;旌旗展;779;0;0;;0;
;;;;;42.186.133.71:12301;3;万紫千红;旌旗展;780;0;0;783;0;
;;;;;42.186.132.102:12301;3;杨柳湖山;旌旗展;777;0;0;784,781;0;
;;;;;42.186.132.74:12301;3;舞韵墨香;旌旗展;782;0;0;;0;
;;;;;42.186.133.71:12301;3;魁星点斗;旌旗展;780;0;0;783;0;
;;;;;42.186.132.102:12301;3;翰墨华章;旌旗展;777;0;0;784,781;0;
;;;;;42.186.132.102:12301;3;卧虎藏龙;旌旗展;777;0;0;784,781;0;
;;;;;42.186.131.86:12301;3;虎啸风生;旌旗展;775;0;0;776,778;0;
;;;;;42.186.131.86:12301;3;瑞虎丰年;旌旗展;775;0;0;776,778;0;
;;;;;42.186.131.86:12301;3;虎啸九州;旌旗展;775;0;0;776,778;0;
;;;;;42.186.132.41:12301;4;天风扶摇;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.41:12301;4;月涌江流;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.41:12301;4;天星垂野;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.41:12301;4;长风万里;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.90:12301;4;星汉西流;旌旗展;766;0;0;765,769,770;0;
;;;;;42.186.132.90:12301;4;孤城万仞;旌旗展;766;0;0;765,769,770;0;
;;;;;42.186.132.90:12301;4;鼓角揭天;旌旗展;766;0;0;765,769,770;0;
;;;;;42.186.132.90:12301;4;朔风广漠;旌旗展;766;0;0;765,769,770;0;
;;;;;42.186.132.41:12301;4;铁马秋风;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.41:12301;4;一剑霜寒;旌旗展;768;0;0;767,771,773,774,772;0;
;;;;;42.186.132.68:12301;4;醉时好眠;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.68:12301;4;山色空蒙;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.11:12301;4;溪午闻钟;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.68:12301;4;蔷薇清露;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.11:12301;4;夏野晴空;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.68:12301;4;芳草未歇;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.11:12301;4;林深见鹿;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;天海垂虹;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;廊桥鹤影;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;风华流金;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;牛转乾坤;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.68:12301;4;云光岚彩;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.68:12301;4;朝暮为卿;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.11:12301;4;明月雪时;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;淡烟疏雨;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.68:12301;4;落日熔金;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.68:12301;4;飞鸿踏青;拾岁欢;751;0;0;750,754,755,762,763,764,760;0;
;;;;;42.186.132.11:12301;4;烟水晴岚;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.132.11:12301;4;燕语黄昏;拾岁欢;748;0;0;753,747,752,749,759,756,757,758,746,761;0;
;;;;;42.186.133.20:12301;3;醉意江湖;临沧海;722;0;0;741,723,726,727,728,731,737,738,740,739;0;
;;;;;42.186.132.26:12301;4;空山雪月;临沧海;735;0;0;742,734,736,721,725,724,730,732,733,744,743,745;0;
;;;;;42.186.132.26:12301;4;笔墨春秋;临沧海;735;0;0;742,734,736,721,725,724,730,732,733,744,743,745;0;
;;;;;42.186.132.26:12301;4;千古风流;临沧海;735;0;0;742,734,736,721,725,724,730,732,733,744,743,745;0;
;;;;;42.186.133.20:12301;3;兰若春深;临沧海;722;0;0;741,723,726,727,728,731,737,738,740,739;0;
;;;;;42.186.133.20:12301;3;龙行九霄;临沧海;722;0;0;741,723,726,727,728,731,737,738,740,739;0;
;;;;;42.186.132.26:12301;4;花眠雪岸;临沧海;735;0;0;742,734,736,721,725,724,730,732,733,744,743,745;0;
;;;;;42.186.131.77:12301;3;蒹葭苍苍;诺千金;600;0;0;602,603,601,612,613,614,615,616,617,619,623,624,625,627,629,642,639,640,649,648,647,646,654,652,651,653,650,655;0;
;;;;;42.186.132.23:12301;3;灼灼其华;诺千金;605;0;0;604,606,607,608,609,610,611,618,620,621,622,626,628,630,635,638,641,643,644,637,645,636;0;
;;;;;42.186.131.77:12301;3;盛世歌;诺千金;600;0;0;602,603,601,612,613,614,615,616,617,619,623,624,625,627,629,642,639,640,649,648,647,646,654,652,651,653,650,655;0;
;;;;;42.186.132.29:12301;3;清梦星河;诺千金;665;0;0;657,658,659,660,661,662,664,663;0;
;;;;;42.186.133.8:12301;4;瑶台月下;诺千金;676;0;0;675,677,679,684,687,685,688,691,689,690,693,692;0;
;;;;;42.186.131.11:12301;3;长烟皓月;诺千金;682;0;0;668,667,669,671,672,670,673,674,678,680,681,683,686;0;
;;;;;42.186.131.74:12301;3;长相守;江山景;556;0;0;550,559,552,551,553,554,555,557,558,570,571,572,562,564,565,567,576,577,579;0;
;;;;;42.186.132.20:12301;3;自在天;江山景;403;0;0;569,568,400,399,404,411,406,410,415,431,432,433,434,435,436,437,438,573,563,566,574,575,578;0;
;;;;;42.186.131.74:12301;3;遇有缘;江山景;556;0;0;550,559,552,551,553,554,555,557,558,570,571,572,562,564,565,567,576,577,579;0;
;;;;;42.186.132.20:12301;3;神仙眷侣;江山景;403;0;0;569,568,400,399,404,411,406,410,415,431,432,433,434,435,436,437,438,573,563,566,574,575,578;0;
;;;;;42.186.133.108:12301;2;朱雀桥;江山景;401;0;0;402,426,416,420,427,421,396,417,419,408,423,424,398,418,414,394,391;0;
;;;;;42.186.133.108:12301;2;一笑倾城Ⅰ;江山景;401;0;0;402,426,416,420,427,421,396,417,419,408,423,424,398,418,414,394,391;0;
;;;;;42.186.132.59:12301;3;帝都风云;江山景;393;0;0;422,395,429,412,397,425,405,407,428,409,413,392;0;
;;;;;42.186.132.59:12301;3;落霞云归;江山景;393;0;0;422,395,429,412,397,425,405,407,428,409,413,392;0;
;;;;;42.186.132.62:12301;4;兰若词;江山景;385;0;0;314,379,358,390,387,357,311,310,363,389,376,386,317,388,374,308,315,369,373,339,338,316,309,362,361,352,360,356,370,381,378,380,377,375,382,383,384;0;
;;;;;42.186.132.62:12301;4;百步穿杨;江山景;385;0;0;314,379,358,390,387,357,311,310,363,389,376,386,317,388,374,308,315,369,373,339,338,316,309,362,361,352,360,356,370,381,378,380,377,375,382,383,384;0;
;;;;;42.186.133.44:12301;2;莫愁烟雨;江山景;364;0;0;365,313,344,367,359,341,342,312,354,340,343,351,349,350,353,355,366,368,371,372;0;
;;;;;42.186.132.108:12301;4;夫子庙;风云起;141;0;0;17,20,23,26,34,41,73,77,78,91,126,129,131,136,139,142,148,25,31,37,39,70,76,79,18,90,127,128,130,137,138,140,143,149;0;
;;;;;42.186.132.53:12301;2;西子湖;风云起;27;0;0;33,45,47,53,168,171,172,176,179,188,189,191,192,22,46,49,50,74,32,38,169,170,173,174,187,190;0;
;;;;;42.186.133.41:12301;2;忆江南;风云起;30;0;0;62,63,64,81,150,153,157,158,162,164,60,61,67,80,21,151,152,154,155,161,167;0;
;;;;;42.186.131.47:12301;2;点将台;风云起;40;0;0;35,44,52,54,55,65,75,124,146,156,163,165,36,42,43,48,51,56,57,72,122,147,159,160,166;0;
;;;;;42.186.133.90:12301;3;游园惊梦;风云起;107;0;0;19,15,24,29,59,66,69,82,86,88,84,93,97,100,102,103,125,16,28,58,68,83,87,85,89,98,71,99,101,104,108,123;0;
;;;;;42.186.132.108:12301;4;灵岛仙踪;风云起;141;0;0;17,20,23,26,34,41,73,77,78,91,126,129,131,136,139,142,148,25,31,37,39,70,76,79,18,90,127,128,130,137,138,140,143,149;0;
;;;;;42.186.133.105:12301;3;广陵散;风云起;177;0;0;94,95,106,110,109,120,135,145,180,196,199,219,218,223,225,226,96,92,105,112,113,121,134,144,175,178,197,198,216,221,224;0;
;;;;;42.186.133.56:12301;2;豪情痴;风云起;210;0;0;182,183,185,186,194,195,200,201,204,208,209,220,214,215,181,184,193,202,203,205,206,207,211,217;0;
;;;;;42.186.131.29:12301;3;八仙过海;风云起;292;0;0;328,227,231,233,237,304,240,246,250,251,252,253,254,258,260,262,263,267,269,271,272,273,274,275,276,277,319,305,293,296,302,300,301,238,295,299,297,298,303,336,306,307,321,333,318,332;0;
;;;;;42.186.131.53:12301;3;神雕侠侣;风云起;230;0;0;228,229,232,234,235,236,239,241,242,243,244,245,247,248,249,255,256,257,259,261,264,265,266,268,270;0;
;;;;;42.186.133.53:12301;2;独步天下;风云起;287;0;0;278,284,324,325,280,291,329,286,282,322,283,288,294,289,290,279,281,285,326,327,320,323,330,334,331,337,335;0;
;;;;;42.186.131.29:12301;3;挑灯看剑;风云起;292;0;0;328,227,231,233,237,304,240,246,250,251,252,253,254,258,260,262,263,267,269,271,272,273,274,275,276,277,319,305,293,296,302,300,301,238,295,299,297,298,303,336,306,307,321,333,318,332;0;
